[00:00:05.074 --> 00:00:05.854]  ...this agenda.
[00:52:16.478 --> 00:52:19.579]  And back then, we had a trade surplus.
[00:52:19.579 --> 00:52:23.862]  We were not $700 billion in the hole each year.
[00:52:23.862 --> 00:52:25.523]  And we had budget surpluses.
[00:52:25.973 --> 00:52:26.953]  What are we at this year?
[00:52:26.953 --> 00:52:27.693]  Two trillion?
[00:52:27.693 --> 00:52:28.273]  One trillion?
[00:52:28.273 --> 00:52:29.714]  The number keeps changing.
[00:52:29.714 --> 00:52:34.755]  Oh, now the defense budget's over a trillion, not even counting the supplementals.
[00:52:34.755 --> 00:52:40.676]  Bush tripled the size of government, and all these other governments are just growing, growing, growing.
[00:52:40.676 --> 00:52:45.377]  Again, don't they understand that they can only put so much weight on the donkey's back?
[00:52:45.377 --> 00:52:49.638]  No, they don't, because they've never had difficult financial times in their lives.
[00:52:50.225 --> 00:52:53.307]  And unless you've experienced it, you don't know how to deal with it.
[00:52:53.307 --> 00:52:58.191]  So they live in these armored, pampered palaces?
[00:52:58.191 --> 00:52:59.892]  They've been pampered all their lives.
[00:52:59.892 --> 00:53:04.215]  Look, all of us that went to college, we know who these guys are.
[00:53:04.215 --> 00:53:11.680]  George Bush was the kind of guy that ran around with the cooler guys, and then when trouble broke out, they got caught.
[00:53:12.208 --> 00:53:14.449]  George Bush would rat him out.
[00:53:14.449 --> 00:53:16.010]  And then he'd say, no he didn't.
[00:53:16.010 --> 00:53:17.610]  That's who George Bush was.
[00:53:17.610 --> 00:53:20.031]  And Al Gore was that kind of guy, you know.
[00:53:20.031 --> 00:53:21.592]  Well, it's worse than that.
[00:53:21.592 --> 00:53:25.994]  Remember back in, like, 1991, George Bush Sr.
[00:53:25.994 --> 00:53:29.995]  was on national TV at a grocery store, and he stepped back and he said, what is that?
[00:53:29.995 --> 00:53:31.156]  And they said, well, it's a scanner.
[00:53:31.156 --> 00:53:32.696]  It had been in for a decade.
[00:53:32.696 --> 00:53:34.397]  He goes, what is that?
[00:53:34.397 --> 00:53:35.838]  What is that laser?
[00:53:35.838 --> 00:53:37.898]  And they said, sir, this is how they scan the food.
[00:53:37.898 --> 00:53:40.459]  I mean, the guy never went and bought his own food.
[00:53:40.459 --> 00:53:41.800]  He hadn't been in a grocery store.
[00:53:42.444 --> 00:53:43.205]  Exactly.
[00:53:43.205 --> 00:53:46.086]  And all these guys, you know, we know who they are.
[00:53:46.086 --> 00:53:50.608]  And they're the only reason... They're Eddie Haskells with an army.
[00:53:50.608 --> 00:53:51.189]  You got it.
[00:53:51.189 --> 00:53:52.269]  But well put.
[00:53:52.269 --> 00:53:53.730]  But I have to use that one.
[00:53:53.730 --> 00:53:55.151]  I'll credit you with it.
[00:53:55.151 --> 00:53:57.032]  Eddie Haskell with an army.
[00:53:57.032 --> 00:53:57.972]  Perfect.
[00:53:57.972 --> 00:54:03.235]  And Al Gore was that, you know, the kid that used to brown-nose the teacher all the time, you know.
[00:54:03.235 --> 00:54:04.216]  I mean, this is who these people are.
[00:54:04.216 --> 00:54:05.216]  He's a sack of crap.
[00:54:05.216 --> 00:54:06.357]  He's a fake.
[00:54:06.357 --> 00:54:07.057]  Yeah.
[00:54:07.057 --> 00:54:09.999]  And so we all know who these people are in life.
[00:54:10.479 --> 00:54:14.520]  So it's like it's still high school, but now it's serious.
[00:54:14.520 --> 00:54:26.642]  So in going back to this Greatest Depression, so we already have the consumer in debt, $14 trillion, the government in debt, and why it's going to be worse than the Greatest Depression, now let's add on some other things.
[00:54:26.642 --> 00:54:36.784]  People are watching their whole lives unfolding in front of them as their IRAs and 401Ks dissolve.
[00:54:36.784 --> 00:54:39.544]  They didn't have that back then, and now they have another thing.
[00:54:40.242 --> 00:54:45.144]  Back then, we were a very different country.
[00:54:45.144 --> 00:54:52.487]  When we did get out of the Depression, it was the beginning of World War II, and we were the world manufacturers, bar none.
[00:54:52.487 --> 00:54:54.888]  We don't have that anymore.
[00:54:54.888 --> 00:54:59.430]  So now we're going into this mess, and a worse mess than we've ever been.
[00:54:59.430 --> 00:55:01.171]  And here's another big one.
[00:55:01.171 --> 00:55:04.412]  Back then, we were an ascending society.
[00:55:04.412 --> 00:55:07.073]  We were not a declining society.
[00:55:07.495 --> 00:55:12.658]  We had a growing class of people that came in.
[00:55:12.658 --> 00:55:15.680]  People had dignity back then, they weren't like they are today.
[00:55:15.680 --> 00:55:24.525]  And we weren't a... not just economically declining, we were not a physically... age-wise, we're one of the oldest civilizations on Earth.
[00:55:24.525 --> 00:55:26.086]  And in very bad shape.
[00:55:26.086 --> 00:55:32.030]  Yes, so we have an aging population, a bunch of cops in black ski masks strutting around working for Eddie Haskell,
[00:55:32.757 --> 00:55:34.738]  You can't put perfume on a pig, folks.
[00:55:34.738 --> 00:55:37.679]  This whole thing is a rotten, worm-eaten husk.
[00:55:37.679 --> 00:55:39.240]  TrendsResearch.com.
[00:55:39.240 --> 00:55:44.322]  You can go there and subscribe to his Trends Report.
[00:55:44.322 --> 00:55:54.926]  And if you're in business, if you care about your family, if you really want to be informed with somebody who's got a track record of being frighteningly accurate, this is the place to go.
[00:55:54.926 --> 00:55:55.727]  TrendsResearch.com.
[00:55:56.869 --> 00:56:02.889]  Of course you can also check out InfoWars.com and PrisonPlanet.com where we fight against the construction of this prison planet.
[00:56:03.900 --> 00:56:09.264]  That's what the globalists are setting up, and we fight them via the Infowars, hence Infowars.com.
[00:56:09.264 --> 00:56:12.647]  So, Gerald, I was throwing in my two cents throughout that.
[00:56:12.647 --> 00:56:22.214]  Recap the first three or four phases, and then get into the latter phase, and they think they're going to use all these militarized police, steroid-head cops.
[00:56:22.214 --> 00:56:23.255]  A lot of the cops are good.
[00:56:23.255 --> 00:56:25.317]  They're openly saying they're not going to go along with this.
[00:56:25.317 --> 00:56:33.543]  The military's saying they don't want to shoot at Americans, but they're now acclimating the public and telling us to get ready for it, which means they intend to use them.
[00:56:35.123 --> 00:56:38.164]  Well, yeah, you know, we put nothing past them, of course.
[00:56:38.164 --> 00:56:50.387]  I mean, we're fighting a war now in Iraq for reasons that have been proven false, whether or not, you know, they were known they were false as academic.
[00:56:50.387 --> 00:56:52.848]  At this point, the fact is they're false.
[00:56:52.848 --> 00:56:57.749]  So killing innocent people for false reasons, I mean, where does it stop?
[00:56:57.749 --> 00:56:59.750]  So, you know, there's nothing I would put past them.
[00:56:59.750 --> 00:57:01.490]  You know, read my lips, no new taxes.
[00:57:01.969 --> 00:57:04.571]  I didn't have sex with that woman, Monica Lewinsky.
[00:57:04.571 --> 00:57:06.512]  I smoked, but I didn't inhale.
[00:57:06.512 --> 00:57:11.756]  You know, I mean, it was thought of as weapons of mass destruction and caused al-Qaeda.
[00:57:11.756 --> 00:57:15.539]  It's beyond me why anyone would believe anything that they say.
[00:57:15.539 --> 00:57:22.504]  So, of course, you know, we expect the government to respond in the worst possible way.
[00:57:22.504 --> 00:57:29.188]  And so the three phases are, before revolution, is that first we're going to see the collapse of 09.
[00:57:30.439 --> 00:57:38.864]  And that's going to be when the retail sector and the commercial real estate sector, and of course the credit card sector collapses too.
[00:57:38.864 --> 00:57:45.688]  We're researchers and we're finding people, for example, cab rides now.
[00:57:45.688 --> 00:57:55.053]  Cab drivers are telling us that more and more people are putting cab rides on their credit cards because they don't have the cash.
[00:57:55.053 --> 00:57:58.575]  So the next shoot of fall after that is going to be the credit card crunch.
[00:57:58.991 --> 00:58:05.760]  When people have been postponing their future by putting their charges on their credit cards.
[00:58:05.760 --> 00:58:10.446]  So after the collapse, then we have the greatest depression.
[00:58:10.446 --> 00:58:12.288]  People are going to be in the streets.
[00:58:12.288 --> 00:58:17.735]  As we say, you know, when people lose everything, and they have nothing to lose, they lose it.
[00:58:22.165 --> 00:58:23.106]  Hi, this is Ted Anderson.
[00:58:23.106 --> 00:58:25.247]  Did you miss your favorite shows on GCN today?
[00:58:25.247 --> 00:58:33.270]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[00:58:33.270 --> 00:58:39.293]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[00:58:39.293 --> 00:58:40.414]  It's simple to use.
[00:58:40.414 --> 00:58:45.116]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[00:58:45.116 --> 00:58:46.097]  Don't get discouraged.
[00:58:46.097 --> 00:58:47.777]  Get On Demand, free!
[00:58:47.777 --> 00:58:50.639]  Thanks again to the listeners at GCNlive.com.
[00:58:52.677 --> 00:58:55.619]  Are your Federal Reserve notes looking for a safe haven?
[00:58:55.619 --> 00:58:58.262]  Mine found it in precious metals.
[00:58:58.262 --> 00:59:02.065]  Not paper promises, but actual gold in my possession.
[00:59:02.065 --> 00:59:09.331]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[00:59:09.331 --> 00:59:11.913]  Find your answer at Midas Resources.
[00:59:11.913 --> 00:59:12.433]  That's 1-800-686-2237.
[00:59:12.433 --> 00:59:13.834]  The answer is at 1-800-686-2237.
[00:59:22.061 --> 00:59:24.562]  What will you do when the economy collapses?
[00:59:24.562 --> 00:59:27.542]  Store shelves are empty and your stored food is gone.
[00:59:27.542 --> 00:59:29.363]  How will you feed your family?
[00:59:29.363 --> 00:59:36.704]  True self-sufficiency and peace of mind is being able to grow a wide range of crops, ensuring a well-balanced diet for your family.
[00:59:36.704 --> 00:59:44.145]  GetSeeds.net is offering 100 different varieties of GM-free vegetable seeds for only $49 with free shipping.
[00:59:44.145 --> 00:59:47.726]  You get over 14,000 seeds for only $49.
[00:59:47.726 --> 00:59:51.647]  We offer a complete range of seeds, including heirloom tomatoes, old-fashioned beans,
[00:59:51.647 --> 00:59:52.127]  I think.
[01:00:20.370 --> 01:00:23.091]  And the Festival of Lights begins tonight.
[01:00:23.091 --> 01:00:28.813]  You're listening to GCN.
[01:00:28.813 --> 01:00:29.634]  Austin, Texas.
[01:00:29.634 --> 01:00:35.196]  Check your watch, 5 o'clock.
[01:00:35.196 --> 01:00:38.077]  IRN USA Radio News, I'm Jody Jordan.
[01:00:38.077 --> 01:00:44.540]  Winter is officially only hours old, but much of the country is dealing with a third major winter storm in two days.
[01:00:44.540 --> 01:00:49.202]  Windblown snow, sleet, and freezing rain are causing problems in Oregon and Washington.
[01:00:49.759 --> 01:00:53.042]  Mike Vodosak is a meteorologist with the National Weather Service.
[01:00:53.042 --> 01:01:02.030]  Northern New England, Central New England, including the Green and White Mountains ski areas of New Hampshire and Vermont can expect up to a foot of snow.
[01:01:02.030 --> 01:01:11.558]  And federal safety inspectors are at Denver's airport trying to figure out why a Continental Airlines Boeing 737 caught fire as it was taking off last night.
[01:01:11.558 --> 01:01:12.919]  Alex Zamra was a passenger.
[01:01:13.920 --> 01:01:15.380]  This is IRN USA Radio News.
[01:01:32.049 --> 01:01:33.791]  Hi, how in the world are you anyway?
[01:01:33.791 --> 01:01:37.715]  This is Andy Willoughby with the Three-Step Plan Home-Based Business System.
[01:01:37.715 --> 01:01:43.882]  After just two short years, thousands of Americans are successfully working from home with the Three-Step Plan.
[01:01:43.882 --> 01:01:44.783]  Hi, my name is Jeannie.
[01:01:44.783 --> 01:01:48.426]  Because of the Three-Step Plan, I'm able to work from home and be a full-time mom.
[01:01:50.077 --> 01:01:50.978]  Hello, my name is Bill.
[01:01:50.978 --> 01:01:58.685]  I've been working the 3-Step Plan for 18 months, and in that amount of time, I've been able to quit my job, pay off all of my bills, and even began to save money.
[01:01:58.685 --> 01:02:03.370]  For information, go to 3stepplan.com or call toll-free 800-637-6122.
[01:02:03.370 --> 01:02:10.496]  My name is Emma, and I'm a senior citizen, and I've worked with the 3-Step Plan for several years.
[01:02:10.496 --> 01:02:12.218]  Today, my house and cars are paid for.
[01:02:12.218 --> 01:02:13.920]  I have the time and the money to travel.
[01:02:14.360 --> 01:02:16.902]  3-Step Plan has given me hope and financial freedom.
[01:02:16.902 --> 01:02:20.105]  You'll need a telephone, internet access, and a positive attitude.
[01:02:20.105 --> 01:02:23.608]  Go to 3stepplan.com or call toll-free 800-637-6122 800-637-6122
[01:02:32.176 --> 01:02:40.520]  Vice President-elect Joe Biden says the economy will be the new administration's top priority, and it will take some major spending to fix it.
[01:02:40.520 --> 01:02:46.443]  Biden tells ABC this week that the price tag will be a number no one would have thought about a year ago.
[01:02:47.279 --> 01:02:52.440]  Vice President Dick Cheney says President Bush has done his best to manage the crisis in the U.S.
[01:02:52.440 --> 01:02:58.002]  auto industry, but ultimately it will be up to the new Obama administration to resolve.
[01:02:58.002 --> 01:03:06.284]  On Fox News Sunday, Cheney calls the $17.4 billion in loans a short-term plan that only goes so far.
[01:03:06.284 --> 01:03:16.347]  And a study finds that banks getting taxpayer bailouts awarded their top executives nearly $1.6 billion in salaries, bonuses, and other benefits last year.
[01:03:17.060 --> 01:03:19.661]  The holidays are a time to celebrate with family and friends.
[01:03:19.661 --> 01:03:23.303]  But don't forget, it's also a time when cops will be cracking down on drunk drivers.
[01:03:23.303 --> 01:03:26.585]  It doesn't matter who you are or where you drive.
[01:03:51.220 --> 01:03:53.622]  But don't forget that cops will be out in force.
[01:03:53.622 --> 01:03:56.083]  If you get drunk, do not get behind the wheel.
[01:03:56.083 --> 01:03:57.884]  Over the limit, under arrest.
[01:03:57.884 --> 01:03:58.865]  Paid for by the U.S.
[01:03:58.865 --> 01:03:59.966]  Department of Transportation.
[01:04:02.228 --> 01:04:08.670]  The Taliban in Pakistan has killed two Afghan nationals for allegedly acting as spies for the U.S.
[01:04:08.670 --> 01:04:12.852]  A series of attacks occurred in Pakistan's volatile tribal areas.
[01:04:12.852 --> 01:04:14.252]  Here's Paul Alexander.
[01:04:14.252 --> 01:04:23.776]  Both the Taliban and Al-Qaeda forces try to discourage people from cooperating with the Pakistani government and with the U.S.
[01:04:23.776 --> 01:04:24.876]  and NATO forces.
[01:04:24.876 --> 01:04:30.718]  Israeli rescue services say Gaza militants have launched barrages of rockets and mortar shells in southern Israel.
[01:04:31.298 --> 01:04:36.500]  A truce between Israel and the Islamic Hamas in Gaza has ended, and violence is increasing again.
[01:04:36.500 --> 01:04:38.021]  Here's Mark Levy.
[01:04:38.021 --> 01:04:41.902]  There are some signs that both sides would like to renew the truce, but that's not easy.
[01:04:41.902 --> 01:04:44.484]  Israel and the Hamas rulers of Gaza are bitter enemies.
[01:04:44.484 --> 01:04:45.864]  They don't talk to each other.
[01:04:45.864 --> 01:04:50.566]  Hamas doesn't accept the presence of Israel, and Israel calls Hamas a terrorist organization.
[01:04:50.706 --> 01:04:54.107]  And today is the winter solstice, the first day of winter.
[01:04:54.107 --> 01:04:55.648]  And here's Sophia Manos.
[01:04:55.648 --> 01:05:00.810]  Some say to ring bells on the solstice, the shortest day, the longest night of the year.
[01:05:00.810 --> 01:05:04.471]  Across parts of the nation, though, Americans are more concerned about more soup.
[01:05:05.938 --> 01:05:08.800]  You know, snow cutters, ice cutters, silly.
[01:05:08.800 --> 01:05:09.600]  Yeah, there you go.
[01:05:09.600 --> 01:05:10.060]  Yeah.
[01:05:10.060 --> 01:05:11.561]  I think I'm going over to her house.
[01:05:11.561 --> 01:05:18.524]  As these ladies from Sioux City, Iowa told KTI-TV, this Iowan, however, is not exactly pleased.
[01:05:18.524 --> 01:05:19.945]  It's just too cold to go out.
[01:05:19.945 --> 01:05:21.526]  But look on the bright side.
[01:05:21.526 --> 01:05:25.588]  From here on in, the nights grow shorter, the days longer.
[01:05:25.588 --> 01:05:26.788]  I'm Sophia Manos.
[01:05:26.788 --> 01:05:29.850]  And I'm Jody Jordan for IRN USA Radio News.
[01:05:30.890 --> 01:05:34.333]  Silver is mankind's oldest natural antibiotic.
[01:05:34.333 --> 01:05:38.576]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:05:38.576 --> 01:05:50.245]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:05:50.245 --> 01:05:56.069]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:05:56.309 --> 01:05:56.949]  We're good to go.
[01:06:16.641 --> 01:06:19.622]  Prepare yourself for a talk radio experience like no other.
[01:06:19.622 --> 01:06:21.223]  Strap yourselves in and hold on.
[01:06:21.223 --> 01:06:22.383]  He stands for truth.
[01:06:22.383 --> 01:06:23.663]  He stands for justice.
[01:06:46.380 --> 01:06:48.821]  He stands for what's right.
[01:06:48.821 --> 01:06:52.103]  This is the Alex Jones Show.
[01:06:52.103 --> 01:07:00.488]  Call Alex now, toll free at 877-590-5525.
[01:07:00.488 --> 01:07:07.892]  Now live from Austin, Texas, here's Alex Jones.
[01:07:07.892 --> 01:07:15.156]  So he went through the first three phases towards revolution and worldwide rioting and revolution that will be sustained.
[01:07:16.013 --> 01:07:20.896]  The military is now saying that they are prepared to engage the American people.
[01:07:20.896 --> 01:07:23.058]  The Army War College is saying this.
[01:07:23.058 --> 01:07:25.240]  Now there is no longer any doubt about that.
[01:07:25.240 --> 01:07:28.182]  Gerald Cilente, how do you see the revolution kicking off?
[01:07:28.182 --> 01:07:31.684]  How do you see it starting?
[01:07:31.684 --> 01:07:32.845]  When do you see it starting?
[01:07:32.845 --> 01:07:34.326]  How do you see it starting?
[01:07:34.326 --> 01:07:37.928]  Yeah, I will read from you from our Trends Journal.
[01:07:37.928 --> 01:07:38.609]  It just went out.
[01:07:39.096 --> 01:07:40.577]  When we say, come the revolution.
[01:07:40.577 --> 01:07:46.859]  We do not forecast a 1776 style revolution to spontaneously erupt.
[01:07:46.859 --> 01:07:53.082]  It will happen in stages, it will spread among the classes, and be waged in many forms.
[01:07:53.082 --> 01:07:59.505]  Over the internet, in town halls, on the ballots, as well as at the barricades.
[01:07:59.505 --> 01:08:01.585]  What will be the spark that ignites it?
[01:08:01.585 --> 01:08:04.267]  The final straw bailout?
[01:08:04.267 --> 01:08:05.987]  Another tax hike?
[01:08:05.987 --> 01:08:07.488]  Disparaging entitlements?
[01:08:08.294 --> 01:08:17.617]  Or will it be the ultimate, quote, let-them-eat-cake policy that pushes people past the breaking point?
[01:08:17.617 --> 01:08:19.557]  Who will break first?
[01:08:19.557 --> 01:08:26.239]  The former middle class that lost their jobs, 401Ks, pensions, and even their homes?
[01:08:26.239 --> 01:08:33.761]  Jobless blue-collar and paycheck-to-paycheck workers, their credit maxed out and heading toward homeless?
[01:08:33.761 --> 01:08:36.942]  The young and restless with dead-end jobs
[01:08:37.469 --> 01:08:43.571]  Or no jobs who believe their future had been stolen and want revenge?
[01:08:43.571 --> 01:08:58.755]  The artists and intellectuals on one hand, the hardcore conservatives and passion patriots on the other, united in outrage at Big Brother's control of the entire socio-economic and political system?
[01:08:58.755 --> 01:09:05.977]  One of the above, some of the above, all of the above, who will fire the shot heard round the world?
[01:09:07.429 --> 01:09:09.890]  So that's how we pose it.
[01:09:09.890 --> 01:09:22.175]  And I tell the story in here of my meeting with John Connolly, who of course, you know, is the governor of Texas sitting in front of JFK and took a bullet in the back.
[01:09:22.175 --> 01:09:35.340]  And it was in 1992, and Connolly had asked to meet me because in one of my early books, The Trend Tracking, in 1989, I had forecast a new third party and mentioned someone like Ross Perot.
[01:09:37.196 --> 01:09:57.821]  The Connelly, John Connelly's wife Nellie, through this fellow who put the meeting together, John J. Hooker from Tennessee, we went to the book depository, the Texas School Book Depository, and I have a photo, it's in the Trends Journal of me, Connelly, and his wife Nellie standing in front of the book depository.
[01:09:57.821 --> 01:10:01.842]  And John Connelly was a dying man, and I could see it.
[01:10:01.842 --> 01:10:06.223]  And by the way, this was their first time back, 1992, since the assassination.
[01:10:07.105 --> 01:10:09.727]  And he's telling us the story of what happened that day.
[01:10:09.727 --> 01:10:12.169]  We were parked out in front of the limousine.
[01:10:12.169 --> 01:10:16.373]  That's the side, by the way, the shot that everyone sees of the book depository.
[01:10:16.373 --> 01:10:18.254]  That's the side of the building.
[01:10:18.254 --> 01:10:26.441]  And I knew he was a dying man because he had these terrible purplish splotches on his hands.
[01:10:26.441 --> 01:10:33.026]  He was on massive doses of prednisone, cortisone, for his lung infection.
[01:10:35.996 --> 01:10:39.178]  And it occurred to me that he was a dying man.
[01:10:39.178 --> 01:10:44.502]  He ended up dying, actually, in June, and this was in late October when we met.
[01:10:44.502 --> 01:10:54.549]  And going back into the Anatole Hotel, he said to me, I read your book, Trend Tracking, and I know your heart is in the right place.
[01:10:54.549 --> 01:11:03.495]  He said, but you don't have a clue what's going on, and neither do the American people, because if they did, there'd be a revolution in this country.
[01:11:04.181 --> 01:11:10.945]  This was in 1992, and I knew what he meant because I had been around long enough.
[01:11:10.945 --> 01:11:28.676]  I began my career, I was the number two guy running the mayoral campaign in Yonkers, New York in 1971, and then they sent me up to Albany and I was an assistant to the Secretary of the New York State Senate, and I spent from 1973 to 1979 between DC and Chicago
[01:11:32.620 --> 01:11:35.001]  As a government affairs specialist.
[01:11:35.001 --> 01:11:40.183]  And I had been, you know, for a trade association, chemicals being one of the fields.
[01:11:40.183 --> 01:11:45.806]  So I had been around long enough, spent time with Ronald Reagan, and I knew what the story looked like.
[01:11:45.806 --> 01:11:50.468]  So when Connolly said that to me, it didn't come as a shock.
[01:11:50.468 --> 01:11:52.869]  And I wondered, you know, when would it happen?
[01:11:53.502 --> 01:11:55.403]  And now the win is now.
[01:11:55.403 --> 01:12:06.230]  Absolutely, and NAFTA and GATT, everything designed to destroy the middle class, to put all power, not a free market economy, not a vibrant economy, because that's not good for monopolies.
[01:12:06.230 --> 01:12:19.238]  At the expense of the economy, at the expense of the public worldwide, these internationalists have done everything they can to destroy the real economy and transfer everything into the fiat Las Vegas economy.
[01:12:19.238 --> 01:12:20.699]  Now expanding on that,
[01:12:22.142 --> 01:12:32.547]  When we first came into the segment, I made the point that the financial elite stated they were going to engineer a worldwide collapse to consolidate things.
[01:12:32.547 --> 01:12:37.770]  They would impose as the saviors and bring in open world government as the solution.
[01:12:37.770 --> 01:12:44.473]  But now it appears that they are mismanaging things and that this is spiraling out of control.
[01:12:44.473 --> 01:12:46.854]  Can you speak directly to that, A?
[01:12:46.854 --> 01:12:50.476]  And then, B, we've seen a flotilla of hundreds and hundreds
[01:12:50.996 --> 01:13:07.940]  The media is festooned with the Wall Street Journal, the Financial Times of London, the French News Agency, Canadian papers saying, yes, we're in a world government, yes, it's tyrannical for your own good, yes, we're going to use troops on you, yes, we want to take your guns, but it's for your own good.
[01:13:07.940 --> 01:13:12.461]  So, A, is it out of their control now?
[01:13:12.461 --> 01:13:15.122]  And B, why are they trumpeting world government now?
[01:13:15.960 --> 01:13:17.501]  It's totally out of their control.
[01:13:17.501 --> 01:13:24.363]  As I said, you know, if there's an Illuminati, the Unluminati are the people that are in control right now.
[01:13:24.363 --> 01:13:26.604]  Just look at the players.
[01:13:26.604 --> 01:13:29.645]  For example, we'll look at the United States.
[01:13:29.645 --> 01:13:31.705]  I mean, who are the congressional leaders?
[01:13:31.705 --> 01:13:33.326]  Well, the Democrats, you have what?
[01:13:33.326 --> 01:13:39.308]  You have Pelosi, Reid, you have Barney Frank, Christopher Dodd, Biden.
[01:13:39.747 --> 01:13:44.909]  And on the Republicans, we have Bond, Bonner, who else?
[01:13:44.909 --> 01:13:48.030]  Who's a big-name Republican at this time?
[01:13:48.030 --> 01:13:50.731]  I mean, how about Roland Hardy and Abbott and Costello?
[01:13:50.731 --> 01:13:52.051]  Where do they fit in?
[01:13:52.051 --> 01:13:53.151]  I mean, look at these people.
[01:13:53.151 --> 01:13:56.833]  Does anybody out there think that these politicians are smarter than them?
[01:13:56.833 --> 01:13:57.693]  Look at Bernanke.
[01:13:58.089 --> 01:14:00.531]  I mean, he looks like a sad beagle, this guy.
[01:14:00.531 --> 01:14:02.452]  What brains are out there?
[01:14:02.452 --> 01:14:04.133]  Look at Paulson.
[01:14:04.133 --> 01:14:07.055]  Think of the things that he said last year.
[01:14:07.055 --> 01:14:11.378]  May 7th, he said that the worst of the economic crisis was behind us.
[01:14:11.378 --> 01:14:13.760]  I mean, one after another.
[01:14:13.760 --> 01:14:15.481]  So, who are the people in charge?
[01:14:15.481 --> 01:14:17.222]  Look over to France.
[01:14:17.222 --> 01:14:17.623]  What do you have?
[01:14:17.623 --> 01:14:20.084]  Sarkozy, you know, the little American.
[01:14:20.084 --> 01:14:22.206]  You have Berlusconi over in Italy.
[01:14:22.206 --> 01:14:25.028]  He's like a Rocky VI movie, you know.
[01:14:25.028 --> 01:14:26.629]  He's been back so many times.
[01:14:27.119 --> 01:14:33.163]  You have Grandma Merkel over in Germany, Gordon Brown over in England.
[01:14:33.163 --> 01:14:36.165]  Gordon Brown, another shade of beige.
[01:14:36.165 --> 01:14:38.987]  You go around the world, look at the leaders.
[01:14:38.987 --> 01:14:40.628]  Who are these people?
[01:14:40.628 --> 01:14:43.650]  No, it's going to be a let-them-eat-cake time.
[01:14:43.650 --> 01:14:45.632]  It's out of control.
[01:14:45.632 --> 01:14:47.133]  There's nothing that they can do.
[01:14:47.133 --> 01:14:51.376]  And as I said, and I'll say it again, when people lose everything,
[01:14:51.812 --> 01:14:52.072]  I think
[01:15:12.978 --> 01:15:14.781]  I'm not a stupid person.
[01:15:14.781 --> 01:15:25.596]  So when they come to me and say, Mr. Salenti, we're raising the taxes on your building or your property, whatever, because the valuations have gone up, well,
[01:15:26.181 --> 01:15:30.762]  How about lowering them because the valuations have gone down?
[01:15:30.762 --> 01:15:32.483]  No, no, we're going to raise them.
[01:15:32.483 --> 01:15:39.285]  Well, in cases where they are lowering them, they're just doing one-time assessments in Texas, Wyoming, and all over the place.
[01:15:39.285 --> 01:15:42.646]  Cities just say, well, we've got to build some new roads and curbs.
[01:15:42.646 --> 01:15:46.447]  So every house gets a $15,000 to $20,000 one-time assessment.
[01:15:46.447 --> 01:15:48.267]  And the people are like, I don't have a job.
[01:15:48.267 --> 01:15:50.068]  I'm already about to lose my house.
[01:15:50.068 --> 01:15:52.288]  Where do you think the money's going to come from?
[01:15:52.288 --> 01:15:55.369]  And the locals say, look, give us the money or a SWAT team's coming.
[01:15:56.235 --> 01:16:05.138]  Well, and again, this is where we're going to have the breakdown, because people, when you don't have it, you can't squeeze more out of it.
[01:16:05.138 --> 01:16:08.139]  People are going to become very ugly and very violent.
[01:16:08.139 --> 01:16:18.762]  The ads that you're running on your show for lasers and other kinds of things are going to be, survival's going to be a big business.
[01:16:18.762 --> 01:16:22.723]  That's the name of it!
[01:16:27.123 --> 01:16:29.571]  That's the name of the game!
[01:16:32.379 --> 01:16:33.780]  Hi, this is Ted Anderson.
[01:16:33.780 --> 01:16:39.842]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:16:39.842 --> 01:16:40.643]  That's right.
[01:16:40.643 --> 01:16:43.484]  Gold has been available to be placed in IRAs since 1986.
[01:16:43.484 --> 01:16:50.987]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:16:50.987 --> 01:16:58.611]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[01:16:59.111 --> 01:17:04.595]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:17:04.595 --> 01:17:10.399]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[01:17:10.399 --> 01:17:14.923]  Don't get left behind by rising inflation and low return on your paper investments.
[01:17:14.923 --> 01:17:15.223]  Call 800-686-2237.
[01:17:15.223 --> 01:17:16.684]  Make sure that you secure your future.
[01:17:16.684 --> 01:17:16.904]  Call 800-686-2237.
[01:17:16.904 --> 01:17:17.184]  That's 1-800-686-2237.
[01:17:31.218 --> 01:17:31.978]  Santa!
[01:17:31.978 --> 01:17:34.899]  Christmas Eve and you haven't left yet?
